FacilityName,Latitude,Longitude,Classification,Category
Albert Park Yacht Club,-37.840991,144.967123,Sailing,Adventure Activities
Albert Sailing Club,-37.839805,144.967048,Sailing,Adventure Activities
Elwood Sailing Club,-37.888376,144.982794,Sailing,Adventure Activities
Port Melbourne Yacht Club,-37.84359,144.937312,Sailing,Adventure Activities
Royal Melbourne Yacht Squadron,-37.863899,144.970715,Sailing,Adventure Activities
Nagambie Lakes Sailing Club,-36.783584,145.152858,Sailing,Adventure Activities
Anglesea Motor Yacht Club,-38.426909,144.178684,Sailing,Adventure Activities
Torquay Sailing Club,-38.327223,144.327009,Sailing,Adventure Activities
Lake Boga Yacht Club inc,-35.450549,143.630032,Sailing,Adventure Activities
Warrnambool Yacht Club and Harbour Pavilion,-38.401247,142.474618,Sailing,Adventure Activities
Lake Wellington Yacht Club,-38.060286,147.250502,Sailing,Adventure Activities
Loch Sport Boat Club Inc,-38.055476,147.56578,Sailing,Adventure Activities
Lysterfield Sailing Club Inc,-37.96544,145.300759,Sailing,Adventure Activities
Cape Paterson Surf Beach Life Saving Club,-38.675825,145.610213,Surf Life Saving,Volunteering
Cape Patterson Surf Life Saving Club,-38.673002,145.619178,Surf Life Saving,Volunteering
Inverloch Surf Life Saving Club,-38.646258,145.70208,Surf Life Saving,Volunteering
Woolamai Surf Life Saving Club,-38.543499,145.34041,Surf Life Saving,Volunteering
Beaumaris Life Saving Club,-37.994447,145.032701,Surf Life Saving,Volunteering
Black Rock Life Saving Club,-37.974606,145.014612,Surf Life Saving,Volunteering
Brighton  Life Saving Club,-37.917367,144.986548,Surf Life Saving,Volunteering
Half Moon Bay Surf Life Saving Club,-37.968832,145.011136,Surf Life Saving,Volunteering
Hampton Life Saving Club,-37.937982,144.997921,Surf Life Saving,Volunteering
Sandringham Life Saving Club,-37.950689,145.001724,Surf Life Saving,Volunteering
Apollo Bay Surf Life Saving Club,-38.756059,143.669784,Surf Life Saving,Volunteering
Kennett River Surf Life Saving Club,-38.669969,143.863105,Surf Life Saving,Volunteering
Wye River Surf Life Saving Club,-38.636212,143.891325,Surf Life Saving,Volunteering
Port Campbell Surf Life Saving Club,-38.619136,142.993022,Surf Life Saving,Volunteering
Lakes Entrance Surf Life Saving Club,-37.882248,147.994512,Surf Life Saving,Volunteering
Mallacoota Surf Life Saving Club,-37.56927,149.762007,Surf Life Saving,Volunteering
Seaspray Surf Life Saving Club,-38.379671,147.187282,Surf Life Saving,Volunteering
Woodside Beach Surf Life Saving Club,-38.551852,146.97757,Surf Life Saving,Volunteering
Frankston Life Saving Club,-38.142608,145.118691,Surf Life Saving,Volunteering
Seaford Life Saving Club,-38.103277,145.124822,Surf Life Saving,Volunteering
Bancoora Surf Life Saving Club,-38.292129,144.403715,Surf Life Saving,Volunteering
Barwon Heads/13th Beach,-38.284938,144.465284,Surf Life Saving,Volunteering
Ocean Grove Surf Life Saving Club,-38.272056,144.5167,Surf Life Saving,Volunteering
Cape Bridgewater Foreshore Reserve,-38.369137,141.406595,Surf Life Saving,Volunteering
Portland Surf Life Saving Club,-38.369243,141.406525,Surf Life Saving,Volunteering
Altona Life Saving Club,-37.870694,144.830903,Surf Life Saving,Volunteering
Williamstown Life Saving Club,-37.867476,144.889063,Surf Life Saving,Volunteering
Aspendale Life Saving Club,-38.028058,145.100721,Surf Life Saving,Volunteering
Bonbeach Life Saving Club,-38.064991,145.118002,Surf Life Saving,Volunteering
Carrum Surf Life Saving Club,-38.076319,145.121237,Surf Life Saving,Volunteering
Chelsea Longbeach Surf Life Saving Club,-38.053061,145.11357,Surf Life Saving,Volunteering
Edithvale Life Saving Club,-38.038767,145.106685,Surf Life Saving,Volunteering
Mentone Life Saving Club,-37.988684,145.058713,Surf Life Saving,Volunteering
Mordialloc Life Saving Club,-38.007243,145.083308,Surf Life Saving,Volunteering
Dromana Bay Life Saving Club,-38.332643,144.963829,Surf Life Saving,Volunteering
Gunnamatta Surf Life Saving Club,-38.447354,144.860053,Surf Life Saving,Volunteering
Mornington Life Saving Club,-38.213823,145.044163,Surf Life Saving,Volunteering
Mount Martha Life Saving Club,-38.265473,145.014166,Surf Life Saving,Volunteering
Point Leo Surf Life Saving Club,-38.423782,145.07111,Surf Life Saving,Volunteering
Portsea Surf Life Saving Club,-38.334745,144.704825,Surf Life Saving,Volunteering
Rosebud & McCrea Life Saving Club,-38.347569,144.928659,Surf Life Saving,Volunteering
Sorrento Surf Life Saving Club,-38.345358,144.726621,Surf Life Saving,Volunteering
Port Fairy Surf Life Saving Club,-38.379913,142.243191,Surf Life Saving,Volunteering
Elwood Life Saving Club,-37.889075,144.983999,Surf Life Saving,Volunteering
Port Melbourne Life Saving Club,-37.845108,144.942028,Surf Life Saving,Volunteering
Sandridge Life Saving Club,-37.839712,144.916893,Surf Life Saving,Volunteering
South Melbourne Life Saving Club,-37.847119,144.946524,Surf Life Saving,Volunteering
St Kilda Life Saving Club,-37.86792,144.974561,Surf Life Saving,Volunteering
Venus Bay Surf Life Saving Club,-38.705007,145.812966,Surf Life Saving,Volunteering
Waratah Beach Surf Life Saving Club,-38.831638,146.124327,Surf Life Saving,Volunteering
Anglesea Surf Life Saving Club,-38.414794,144.185188,Surf Life Saving,Volunteering
Fairhaven Surf Life Saving Club,-38.468423,144.084186,Surf Life Saving,Volunteering
Jan Juc Surf Life Saving Club,-38.345698,144.311005,Surf Life Saving,Volunteering
Lorne Surf Life Saving Club,-38.542385,143.97635,Surf Life Saving,Volunteering
Torquay Surf Life Saving Club,-38.342635,144.318716,Surf Life Saving,Volunteering
Warrnambool Surf Life Saving Club,-38.39294,142.483582,Surf Life Saving,Volunteering
Jubilee Park & Swimming Pool,-36.562971,146.724982,Swimming,Physical Activities for Stress Relief
Ararat Solar Olympic Swimming Pool,-37.28075,142.928877,Swimming,Physical Activities for Stress Relief
Lake Bolac Swimming Pool,-37.719091,142.840212,Swimming,Physical Activities for Stress Relief
Willaura Swimming Pool,-37.546062,142.745701,Swimming,Physical Activities for Stress Relief
Black Hill Swimming Pool,-37.548972,143.87247,Swimming,Physical Activities for Stress Relief
Brown Hill Swimming Pool,-37.553057,143.89671,Swimming,Physical Activities for Stress Relief
Buninyong Swimming Pool,-37.650262,143.888,Swimming,Physical Activities for Stress Relief
Eureka Swimming Complex,-37.564234,143.885261,Swimming,Physical Activities for Stress Relief
Midlands Aquatic Play Space,-37.540936,143.859342,Swimming,Physical Activities for Stress Relief
