FacilityName,Latitude,Longitude,Classification,Category
Hawkesdale Swimming Pool,-38.104612,142.321561,Swimming,Physical Activities for Stress Relief
Mortlake Swimming Pool,-38.080615,142.809357,Swimming,Physical Activities for Stress Relief
Alexandra Swimming Pool,-37.188914,145.713059,Swimming,Physical Activities for Stress Relief
Eildon Swimming Pool,-37.232993,145.907981,Swimming,Physical Activities for Stress Relief
Marysville Swimming Pool,-37.51132,145.748758,Swimming,Physical Activities for Stress Relief
Yea Swimming Pool,-37.212488,145.42224,Swimming,Physical Activities for Stress Relief
Diamond Creek Outdoor Heated Pool,-37.672086,145.157212,Swimming,Physical Activities for Stress Relief
Halls Gap Swimming Pool,-37.139595,142.518042,Swimming,Physical Activities for Stress Relief
Marnoo Swimming Pool,-36.676233,142.869874,Swimming,Physical Activities for Stress Relief
St Arnaud Swimming Pool,-36.613692,143.259629,Swimming,Physical Activities for Stress Relief
Avoca Swimming Pool,-37.091083,143.475855,Swimming,Physical Activities for Stress Relief
Beaufort Swimming Pool,-37.432352,143.385745,Swimming,Physical Activities for Stress Relief
Merrigum Swimming Pool,-36.372121,145.130585,Swimming,Physical Activities for Stress Relief
Mooroopna War Memorial Swimming Pool,-36.390984,145.359199,Swimming,Physical Activities for Stress Relief
Murchison Swimming Pool,-36.617441,145.219765,Swimming,Physical Activities for Stress Relief
Tatura Swimming Complex,-36.444266,145.231964,Swimming,Physical Activities for Stress Relief
Foster Golf Club/ Cricket Club / Pool,-38.657198,146.197303,Swimming,Physical Activities for Stress Relief
Korumburra Pool,-38.433065,145.819046,Swimming,Physical Activities for Stress Relief
Mirboo North Swimming Pool,-38.39637,146.154977,Swimming,Physical Activities for Stress Relief
Poowong Outdoor Swimming Pool,-38.341154,145.763878,Swimming,Physical Activities for Stress Relief
Toora Swimming Pool,-38.66444,146.328509,Swimming,Physical Activities for Stress Relief
Balmoral Swimming Pool,-37.24556,141.838156,Swimming,Physical Activities for Stress Relief
Coleraine Swimming pool,-37.600901,141.68755,Swimming,Physical Activities for Stress Relief
Dunkeld Swimming Pool,-37.650028,142.342402,Swimming,Physical Activities for Stress Relief
Glenthompson Swimming Pool,-37.636165,142.548101,Swimming,Physical Activities for Stress Relief
Hamilton Olympic Swimming Pool,-37.742253,142.017282,Swimming,Physical Activities for Stress Relief
Harold Holt Swim Centre,-37.857252,145.0442,Swimming,Physical Activities for Stress Relief
Prahran Aquatic Centre,-37.84834,144.995798,Swimming,Physical Activities for Stress Relief
Avenel Swimming Pool,-36.897147,145.230083,Swimming,Physical Activities for Stress Relief
Euroa Swimming Pool,-36.754141,145.567254,Swimming,Physical Activities for Stress Relief
Nagambie Swimming Pool,-36.792219,145.147477,Swimming,Physical Activities for Stress Relief
Violet Town Swimming Pool,-36.634741,145.717936,Swimming,Physical Activities for Stress Relief
Lorne Swimming Pool,-38.539575,143.975714,Swimming,Physical Activities for Stress Relief
Torquay Learn to Swim,-38.328289,144.313832,Swimming,Physical Activities for Stress Relief
Winchelsea Swimming Pool,-38.239462,143.989522,Swimming,Physical Activities for Stress Relief
Manangatang Swimming Pool,-35.055603,142.880471,Swimming,Physical Activities for Stress Relief
Nyah Swimming Pool,-35.18582,143.375677,Swimming,Physical Activities for Stress Relief
Swan Hill Outdoor Swimming Pool,-35.33907,143.56235,Swimming,Physical Activities for Stress Relief
Corryong Swimming Pool,-36.195168,147.898186,Swimming,Physical Activities for Stress Relief
Eskdale Swimming Pool & tennis,-36.465685,147.252781,Swimming,Physical Activities for Stress Relief
Tallangatta Swimming Pool,-36.218629,147.175151,Swimming,Physical Activities for Stress Relief
Yarrunga Outdoor Pool,-36.373514,146.319743,Swimming,Physical Activities for Stress Relief
Archie Graham Community Centre,-38.385815,142.483784,Swimming,Physical Activities for Stress Relief
Rosedale Swimming Pool,-38.152861,146.786571,Swimming,Physical Activities for Stress Relief
Edenhope Swimming Pool,-37.03352,141.297578,Swimming,Physical Activities for Stress Relief
Goroke Swimming Pool,-36.720943,141.46619,Swimming,Physical Activities for Stress Relief
Kaniva Swimming Pool,-36.381326,141.240107,Swimming,Physical Activities for Stress Relief
Whittlesea Park,-37.512048,145.121646,Swimming,Physical Activities for Stress Relief
Wodonga Olympic Pool,-36.121414,146.884503,Swimming,Physical Activities for Stress Relief
Shawn's Swim School,-37.866,144.729,Swimming,Physical Activities for Stress Relief
Werribee Olympic Pool,-37.906041,144.651882,Swimming,Physical Activities for Stress Relief
Belgrave Swimming Pool & Tennis Club,-37.914008,145.353984,Swimming,Physical Activities for Stress Relief
Lilydale Recreation Reserve,-37.755508,145.34919,Swimming,Physical Activities for Stress Relief
Olinda Outdoor Pool,-37.855481,145.3737,Swimming,Physical Activities for Stress Relief
Queens Park,-37.653742,145.523121,Swimming,Physical Activities for Stress Relief
Beulah & District Community Swimming Pool,-35.941891,142.416455,Swimming,Physical Activities for Stress Relief
Hopetoun Swimming Pool,-35.726806,142.366997,Swimming,Physical Activities for Stress Relief
Minyip Swimming Pool,-36.460713,142.591973,Swimming,Physical Activities for Stress Relief
Murtoa Swimming Pool,-36.618942,142.464442,Swimming,Physical Activities for Stress Relief
Tempy Swimming Pool,-35.345061,142.426236,Swimming,Physical Activities for Stress Relief
Warracknabeal Memorial Swimming Pool,-36.258547,142.396789,Swimming,Physical Activities for Stress Relief
Woomelang Swimming Pool,-35.683321,142.669019,Swimming,Physical Activities for Stress Relief
Ballarat Table Tennis Centre,-37.525797,143.841648,Table Tennis,Fitness Routines
Ballarat Table Tennis Centre,-37.525797,143.841648,Table Tennis,Physical Activities for Stress Relief
Rochester Recreation Reserve,-36.362422,144.706358,Table Tennis,Fitness Routines
Rochester Recreation Reserve,-36.362422,144.706358,Table Tennis,Physical Activities for Stress Relief
Exhibition Hall,-37.970768,145.217505,Table Tennis,Fitness Routines
Exhibition Hall,-37.970768,145.217505,Table Tennis,Physical Activities for Stress Relief
Community Sports Centre,-37.702613,148.467359,Table Tennis,Fitness Routines
Community Sports Centre,-37.702613,148.467359,Table Tennis,Physical Activities for Stress Relief
Geelong Table Tennis ,-38.130848,144.343321,Table Tennis,Fitness Routines
Geelong Table Tennis ,-38.130848,144.343321,Table Tennis,Physical Activities for Stress Relief
Fitzgerald Street Stadium,-38.339978,141.589555,Table Tennis,Fitness Routines
Fitzgerald Street Stadium,-38.339978,141.589555,Table Tennis,Physical Activities for Stress Relief
Victoria Park,-37.356245,144.135489,Table Tennis,Fitness Routines
Victoria Park,-37.356245,144.135489,Table Tennis,Physical Activities for Stress Relief
Gisborne Secondary College,-37.497629,144.584963,Table Tennis,Fitness Routines
Gisborne Secondary College,-37.497629,144.584963,Table Tennis,Physical Activities for Stress Relief
Melton Table Tennis Association (Victoria University),-37.707164,144.565688,Table Tennis,Fitness Routines
Melton Table Tennis Association (Victoria University),-37.707164,144.565688,Table Tennis,Physical Activities for Stress Relief
Yarrawonga Showgrounds Reserve/Victoria Park,-36.018517,146.011089,Table Tennis,Fitness Routines
Yarrawonga Showgrounds Reserve/Victoria Park,-36.018517,146.011089,Table Tennis,Physical Activities for Stress Relief
Coburg Table Tennis Club,-37.735255,144.973498,Table Tennis,Fitness Routines
Coburg Table Tennis Club,-37.735255,144.973498,Table Tennis,Physical Activities for Stress Relief
Table Tennis Pavillion (Camp Reserve),-37.064098,144.212512,Table Tennis,Fitness Routines
Table Tennis Pavillion (Camp Reserve),-37.064098,144.212512,Table Tennis,Physical Activities for Stress Relief
State Bank Pavillion,-37.846266,144.964973,Table Tennis,Fitness Routines
State Bank Pavillion,-37.846266,144.964973,Table Tennis,Physical Activities for Stress Relief
Beaufort Town Hall,-37.428655,143.384154,Table Tennis,Fitness Routines
Beaufort Town Hall,-37.428655,143.384154,Table Tennis,Physical Activities for Stress Relief
Carlton Gardens North,-37.8017690847403,144.971997551189,Informal Outdoor Facility (Park/Garden/Reserve),Mindfulness and Relaxation
Carlton Gardens North,-37.8017690847403,144.971997551189,Informal Outdoor Facility (Park/Garden/Reserve),Traveling
Kings Domain,-37.8255239795833,144.974107925144,Informal Outdoor Facility (Park/Garden/Reserve),Mindfulness and Relaxation
Kings Domain,-37.8255239795833,144.974107925144,Informal Outdoor Facility (Park/Garden/Reserve),Traveling
FairFax Studio,-37.8216684581887,144.968836241692,Theatre Live,Artistic Pursuits
FairFax Studio,-37.8216684581887,144.968836241692,Theatre Live,Mindfulness and Relaxation
Treasury Gardens,-37.8143993575938,144.975952335785,Informal Outdoor Facility (Park/Garden/Reserve),Mindfulness and Relaxation
Treasury Gardens,-37.8143993575938,144.975952335785,Informal Outdoor Facility (Park/Garden/Reserve),Traveling
Australian Centre for Contemporary Art,-37.8266045432686,144.967252924593,Art Gallery/Museum,Artistic Pursuits
Australian Centre for Contemporary Art,-37.8266045432686,144.967252924593,Art Gallery/Museum,Traveling
Queen Victoria Gardens,-37.8216381244891,144.971049530478,Informal Outdoor Facility (Park/Garden/Reserve),Mindfulness and Relaxation
Queen Victoria Gardens,-37.8216381244891,144.971049530478,Informal Outdoor Facility (Park/Garden/Reserve),Traveling
Federation Square,-37.8178516571684,144.968963600783,Informal Outdoor Facility (Park/Garden/Reserve),Mindfulness and Relaxation
Federation Square,-37.8178516571684,144.968963600783,Informal Outdoor Facility (Park/Garden/Reserve),Traveling
New Quay,-37.8152178789077,144.941617889032,Informal Outdoor Facility (Park/Garden/Reserve),Mindfulness and Relaxation
New Quay,-37.8152178789077,144.941617889032,Informal Outdoor Facility (Park/Garden/Reserve),Traveling
Central City Studios,-37.8142318521296,144.935655305362,Film & RV Studio,Artistic Pursuits
Newmarket Reserve,-37.7878473341234,144.922972125346,Informal Outdoor Facility (Park/Garden/Reserve),Mindfulness and Relaxation
Newmarket Reserve,-37.7878473341234,144.922972125346,Informal Outdoor Facility (Park/Garden/Reserve),Traveling
Melbourne Museum,-37.8035518129299,144.971690718887,Art Gallery/Museum,Artistic Pursuits
Melbourne Museum,-37.8035518129299,144.971690718887,Art Gallery/Museum,Traveling
Hamer Hall,-37.8199901009015,144.967992144257,Theatre Live,Artistic Pursuits
Hamer Hall,-37.8199901009015,144.967992144257,Theatre Live,Mindfulness and Relaxation
J.J Holland Park,-37.7982358832177,144.923837074813,Informal Outdoor Facility (Park/Garden/Reserve),Mindfulness and Relaxation
J.J Holland Park,-37.7982358832177,144.923837074813,Informal Outdoor Facility (Park/Garden/Reserve),Traveling
National Sports Museum,-37.8189544909462,144.984669809381,Art Gallery/Museum,Artistic Pursuits
National Sports Museum,-37.8189544909462,144.984669809381,Art Gallery/Museum,Traveling
Athanaeum Theatre,-37.814954347831,144.96732254212,Theatre Live,Artistic Pursuits
Athanaeum Theatre,-37.814954347831,144.96732254212,Theatre Live,Mindfulness and Relaxation
Flagstaff Gardens,-37.8111222889277,144.954696055235,Informal Outdoor Facility (Park/Garden/Reserve),Mindfulness and Relaxation
Flagstaff Gardens,-37.8111222889277,144.954696055235,Informal Outdoor Facility (Park/Garden/Reserve),Traveling
Her Majesty's Theatre,-37.8109975612842,144.969520183129,Theatre Live,Artistic Pursuits
Her Majesty's Theatre,-37.8109975612842,144.969520183129,Theatre Live,Mindfulness and Relaxation
Fawkner Park,-37.8413996708186,144.981625667877,Informal Outdoor Facility (Park/Garden/Reserve),Mindfulness and Relaxation
Fawkner Park,-37.8413996708186,144.981625667877,Informal Outdoor Facility (Park/Garden/Reserve),Traveling
Fitzroy Gardens,-37.8129616331579,144.980455714669,Informal Outdoor Facility (Park/Garden/Reserve),Mindfulness and Relaxation
Fitzroy Gardens,-37.8129616331579,144.980455714669,Informal Outdoor Facility (Park/Garden/Reserve),Traveling
Sinclair's Cottage,-37.8145407488014,144.980554992725,Art Gallery/Museum,Artistic Pursuits
Sinclair's Cottage,-37.8145407488014,144.980554992725,Art Gallery/Museum,Traveling
Enterprize Park,-37.820210269629,144.959276859602,Informal Outdoor Facility (Park/Garden/Reserve),Mindfulness and Relaxation
Enterprize Park,-37.820210269629,144.959276859602,Informal Outdoor Facility (Park/Garden/Reserve),Traveling
Koorie Heritage Trust Inc,-37.8133854259085,144.954027907736,Art Gallery/Museum,Artistic Pursuits
Koorie Heritage Trust Inc,-37.8133854259085,144.954027907736,Art Gallery/Museum,Traveling
Macarthur Square,-37.7983318676737,144.971514146104,Informal Outdoor Facility (Park/Garden/Reserve),Mindfulness and Relaxation
Macarthur Square,-37.7983318676737,144.971514146104,Informal Outdoor Facility (Park/Garden/Reserve),Traveling
Westgate Park,-37.8314918578874,144.908824792698,Informal Outdoor Facility (Park/Garden/Reserve),Mindfulness and Relaxation
Westgate Park,-37.8314918578874,144.908824792698,Informal Outdoor Facility (Park/Garden/Reserve),Traveling
Cooks' Cottage,-37.8144604899837,144.979471339826,Art Gallery/Museum,Artistic Pursuits
Cooks' Cottage,-37.8144604899837,144.979471339826,Art Gallery/Museum,Traveling
Royal Exhibition Building,-37.80460262432,144.971521914952,Art Gallery/Museum,Artistic Pursuits
Royal Exhibition Building,-37.80460262432,144.971521914952,Art Gallery/Museum,Traveling
Sandridge Rail Bridge,-37.8201763042794,144.96298113724,Informal Outdoor Facility (Park/Garden/Reserve),Mindfulness and Relaxation
Sandridge Rail Bridge,-37.8201763042794,144.96298113724,Informal Outdoor Facility (Park/Garden/Reserve),Traveling
Lincoln Square,-37.8027919689732,144.962760852233,Informal Outdoor Facility (Park/Garden/Reserve),Mindfulness and Relaxation
Lincoln Square,-37.8027919689732,144.962760852233,Informal Outdoor Facility (Park/Garden/Reserve),Traveling
The Museum Of Australian Chinese History,-37.8107686127655,144.96923385414,Art Gallery/Museum,Artistic Pursuits
The Museum Of Australian Chinese History,-37.8107686127655,144.96923385414,Art Gallery/Museum,Traveling
Carlton Gardens South,-37.8060684577258,144.971266479841,Informal Outdoor Facility (Park/Garden/Reserve),Mindfulness and Relaxation
Carlton Gardens South,-37.8060684577258,144.971266479841,Informal Outdoor Facility (Park/Garden/Reserve),Traveling
Old Melbourne Gaol Crime & Justice Experience,-37.8077644149636,144.965463853978,Art Gallery/Museum,Artistic Pursuits
Old Melbourne Gaol Crime & Justice Experience,-37.8077644149636,144.965463853978,Art Gallery/Museum,Traveling
Playhouse,-37.8218124583016,144.968337832721,Theatre Live,Artistic Pursuits
Playhouse,-37.8218124583016,144.968337832721,Theatre Live,Mindfulness and Relaxation
Batman Park,-37.8218460949601,144.956665812218,Informal Outdoor Facility (Park/Garden/Reserve),Mindfulness and Relaxation
Batman Park,-37.8218460949601,144.956665812218,Informal Outdoor Facility (Park/Garden/Reserve),Traveling
Polly Woodside,-37.8242574266145,144.953478052064,Art Gallery/Museum,Artistic Pursuits
Polly Woodside,-37.8242574266145,144.953478052064,Art Gallery/Museum,Traveling
Victorian Arts Centre,-37.8219947335768,144.968837288153,Art Gallery/Museum,Artistic Pursuits
Victorian Arts Centre,-37.8219947335768,144.968837288153,Art Gallery/Museum,Traveling
The Ian Potter Centre: NGV Australia,-37.8174831423197,144.969899048343,Art Gallery/Museum,Artistic Pursuits
The Ian Potter Centre: NGV Australia,-37.8174831423197,144.969899048343,Art Gallery/Museum,Traveling
Channel 7 - Melbourne Broadcast Centre,-37.8158572333481,144.94582326909,Film & RV Studio,Artistic Pursuits
MTC Theatre,-37.8242661832902,144.968174400274,Theatre Live,Artistic Pursuits
MTC Theatre,-37.8242661832902,144.968174400274,Theatre Live,Mindfulness and Relaxation
Birrarung Marr,-37.81806108403,144.97314667014,Informal Outdoor Facility (Park/Garden/Reserve),Mindfulness and Relaxation
Birrarung Marr,-37.81806108403,144.97314667014,Informal Outdoor Facility (Park/Garden/Reserve),Traveling
Riverslide Skate Park,-37.8207887122448,144.972951789291,Informal Outdoor Facility (Park/Garden/Reserve),Mindfulness and Relaxation
Riverslide Skate Park,-37.8207887122448,144.972951789291,Informal Outdoor Facility (Park/Garden/Reserve),Traveling
Royal Park,-37.7906174256581,144.953834240647,Informal Outdoor Facility (Park/Garden/Reserve),Mindfulness and Relaxation
Royal Park,-37.7906174256581,144.953834240647,Informal Outdoor Facility (Park/Garden/Reserve),Traveling
Shrine of Rembrance Reserve,-37.8320733992876,144.973628364465,Informal Outdoor Facility (Park/Garden/Reserve),Mindfulness and Relaxation
Shrine of Rembrance Reserve,-37.8320733992876,144.973628364465,Informal Outdoor Facility (Park/Garden/Reserve),Traveling
Royal Botanic Gardens,-37.8306631583233,144.980850432751,Informal Outdoor Facility (Park/Garden/Reserve),Mindfulness and Relaxation
Royal Botanic Gardens,-37.8306631583233,144.980850432751,Informal Outdoor Facility (Park/Garden/Reserve),Traveling
Yarra Park,-37.820469374101,144.986671109615,Informal Outdoor Facility (Park/Garden/Reserve),Mindfulness and Relaxation
Yarra Park,-37.820469374101,144.986671109615,Informal Outdoor Facility (Park/Garden/Reserve),Traveling
Darling Square,-37.81299206932,144.989062559512,Informal Outdoor Facility (Park/Garden/Reserve),Mindfulness and Relaxation
Darling Square,-37.81299206932,144.989062559512,Informal Outdoor Facility (Park/Garden/Reserve),Traveling
Victoria Police Museum,-37.8222182774409,144.954039975197,Art Gallery/Museum,Artistic Pursuits
Victoria Police Museum,-37.8222182774409,144.954039975197,Art Gallery/Museum,Traveling
Immigration Museum,-37.8191798798062,144.960426777129,Art Gallery/Museum,Artistic Pursuits
Immigration Museum,-37.8191798798062,144.960426777129,Art Gallery/Museum,Traveling
Fire Services Museum Victoria,-37.8085761281612,144.975373745366,Art Gallery/Museum,Artistic Pursuits
Fire Services Museum Victoria,-37.8085761281612,144.975373745366,Art Gallery/Museum,Traveling
The Ian Potter Museum Of Art,-37.7973939595503,144.964156669702,Art Gallery/Museum,Artistic Pursuits
The Ian Potter Museum Of Art,-37.7973939595503,144.964156669702,Art Gallery/Museum,Traveling
Parliament Reserve,-37.809852620638,144.973462202839,Informal Outdoor Facility (Park/Garden/Reserve),Mindfulness and Relaxation
Parliament Reserve,-37.809852620638,144.973462202839,Informal Outdoor Facility (Park/Garden/Reserve),Traveling
Australian Centre For The Moving Image (ACMI),-37.8176107327202,144.969070431323,Art Gallery/Museum,Artistic Pursuits
Australian Centre For The Moving Image (ACMI),-37.8176107327202,144.969070431323,Art Gallery/Museum,Traveling
University Square,-37.800410711209,144.960398319302,Informal Outdoor Facility (Park/Garden/Reserve),Mindfulness and Relaxation
University Square,-37.800410711209,144.960398319302,Informal Outdoor Facility (Park/Garden/Reserve),Traveling
Powlett Reserve,-37.8116929882498,144.987275671763,Informal Outdoor Facility (Park/Garden/Reserve),Mindfulness and Relaxation
Powlett Reserve,-37.8116929882498,144.987275671763,Informal Outdoor Facility (Park/Garden/Reserve),Traveling
State Theatre,-37.8212806349773,144.968469643744,Theatre Live,Artistic Pursuits
State Theatre,-37.8212806349773,144.968469643744,Theatre Live,Mindfulness and Relaxation
St Martins Youth Arts Centre,-37.8352429531289,144.98114217385,Theatre Live,Artistic Pursuits
St Martins Youth Arts Centre,-37.8352429531289,144.98114217385,Theatre Live,Mindfulness and Relaxation
Princess Theatre,-37.8107257091302,144.9723265962,Theatre Live,Artistic Pursuits
Princess Theatre,-37.8107257091302,144.9723265962,Theatre Live,Mindfulness and Relaxation
Regent Theatre,-37.8160014744179,144.967916735261,Theatre Live,Artistic Pursuits
Regent Theatre,-37.8160014744179,144.967916735261,Theatre Live,Mindfulness and Relaxation
Richmond Football Club,-37.8216740022008,144.988156318781,Informal Outdoor Facility (Park/Garden/Reserve),Mindfulness and Relaxation
Richmond Football Club,-37.8216740022008,144.988156318781,Informal Outdoor Facility (Park/Garden/Reserve),Traveling
Malthouse Theatre,-37.8271768001126,144.966936821789,Theatre Live,Artistic Pursuits
Malthouse Theatre,-37.8271768001126,144.966936821789,Theatre Live,Mindfulness and Relaxation
Thoroughbred Racing Gallery,-37.8188662730911,144.9839700954,Art Gallery/Museum,Artistic Pursuits
Thoroughbred Racing Gallery,-37.8188662730911,144.9839700954,Art Gallery/Museum,Traveling
Docklands Park,-37.8209956785618,144.946781702342,Informal Outdoor Facility (Park/Garden/Reserve),Mindfulness and Relaxation
Docklands Park,-37.8209956785618,144.946781702342,Informal Outdoor Facility (Park/Garden/Reserve),Traveling
Point Park,-37.8233522700646,144.942102276731,Informal Outdoor Facility (Park/Garden/Reserve),Mindfulness and Relaxation
Point Park,-37.8233522700646,144.942102276731,Informal Outdoor Facility (Park/Garden/Reserve),Traveling
Fox Classic Car Collection,-37.8213744301481,144.948496661709,Art Gallery/Museum,Artistic Pursuits
Fox Classic Car Collection,-37.8213744301481,144.948496661709,Art Gallery/Museum,Traveling
Alexandra Gardens,-37.8206051404251,144.971796067365,Informal Outdoor Facility (Park/Garden/Reserve),Mindfulness and Relaxation
Alexandra Gardens,-37.8206051404251,144.971796067365,Informal Outdoor Facility (Park/Garden/Reserve),Traveling
North Melbourne Recreation Reserve,-37.7988345257153,144.941452061463,Informal Outdoor Facility (Park/Garden/Reserve),Mindfulness and Relaxation
North Melbourne Recreation Reserve,-37.7988345257153,144.941452061463,Informal Outdoor Facility (Park/Garden/Reserve),Traveling
Princes Park,-37.7870161727156,144.961115214367,Informal Outdoor Facility (Park/Garden/Reserve),Mindfulness and Relaxation
Princes Park,-37.7870161727156,144.961115214367,Informal Outdoor Facility (Park/Garden/Reserve),Traveling
Carlton Courthouse Theatre,-37.7976589943217,144.968750113566,Theatre Live,Artistic Pursuits
Carlton Courthouse Theatre,-37.7976589943217,144.968750113566,Theatre Live,Mindfulness and Relaxation
Comedy Theatre,-37.8102053945163,144.97013311862,Theatre Live,Artistic Pursuits
Comedy Theatre,-37.8102053945163,144.97013311862,Theatre Live,Mindfulness and Relaxation
La Mama Theatre,-37.7991304956733,144.967669503083,Theatre Live,Artistic Pursuits
La Mama Theatre,-37.7991304956733,144.967669503083,Theatre Live,Mindfulness and Relaxation
Forum Theatre,-37.816485409696,144.969386556998,Theatre Live,Artistic Pursuits
Forum Theatre,-37.816485409696,144.969386556998,Theatre Live,Mindfulness and Relaxation
Argyle Square,-37.8031480577285,144.965761295089,Informal Outdoor Facility (Park/Garden/Reserve),Mindfulness and Relaxation
Argyle Square,-37.8031480577285,144.965761295089,Informal Outdoor Facility (Park/Garden/Reserve),Traveling
Piazza Italia,-37.8025164192523,144.965863092947,Informal Outdoor Facility (Park/Garden/Reserve),Mindfulness and Relaxation
Piazza Italia,-37.8025164192523,144.965863092947,Informal Outdoor Facility (Park/Garden/Reserve),Traveling
Murchinson Square,-37.8002735025371,144.973059252203,Informal Outdoor Facility (Park/Garden/Reserve),Mindfulness and Relaxation
Murchinson Square,-37.8002735025371,144.973059252203,Informal Outdoor Facility (Park/Garden/Reserve),Traveling
Melbourne Aquarium,-37.8209627824685,144.958425696055,Aquarium,Mindfulness and Relaxation
Melbourne Aquarium,-37.8209627824685,144.958425696055,Aquarium,Traveling
Queen Victoria Gardens,-37.821240390015305,144.97076945357304,Memorials,Crafts and Hobbies
Queen Victoria Gardens,-37.821240390015305,144.97076945357304,Memorials,Artistic Pursuits
Alexandra Park,-37.819570574442366,144.97182443644516,Memorials,Crafts and Hobbies
Alexandra Park,-37.819570574442366,144.97182443644516,Memorials,Artistic Pursuits
Parliament Reserve,-37.81002307787697,144.97364211216924,Sculpture,Crafts and Hobbies
Parliament Reserve,-37.81002307787697,144.97364211216924,Sculpture,Artistic Pursuits
Fitzroy Gardens,-37.811543500644426,144.9829508862324,Memorials,Crafts and Hobbies
Fitzroy Gardens,-37.811543500644426,144.9829508862324,Memorials,Artistic Pursuits
Queen Victoria Gardens,-37.82148770181237,144.9711947232973,Sculpture,Crafts and Hobbies
Queen Victoria Gardens,-37.82148770181237,144.9711947232973,Sculpture,Artistic Pursuits
Channel 7 Melbourne Broad Cast Centre,-37.81569486070456,144.9462026449502,Sculpture,Crafts and Hobbies
Channel 7 Melbourne Broad Cast Centre,-37.81569486070456,144.9462026449502,Sculpture,Artistic Pursuits
National@Docklands,-37.818843311029966,144.94506762996465,Sculpture,Crafts and Hobbies
National@Docklands,-37.818843311029966,144.94506762996465,Sculpture,Artistic Pursuits
Shrine of Remembrance Reserve,-37.83028190715433,144.9743398250947,Sculpture,Crafts and Hobbies
Shrine of Remembrance Reserve,-37.83028190715433,144.9743398250947,Sculpture,Artistic Pursuits
Hardy Reserve,-37.78528747283689,144.96619001850792,Memorials,Crafts and Hobbies
Hardy Reserve,-37.78528747283689,144.96619001850792,Memorials,Artistic Pursuits
Fitzroy Gardens,-37.811023513897744,144.9783891748421,Sculpture,Crafts and Hobbies
Fitzroy Gardens,-37.811023513897744,144.9783891748421,Sculpture,Artistic Pursuits
Fitzroy Gardens,-37.81212180360231,144.97970323398684,Sculpture,Crafts and Hobbies
Fitzroy Gardens,-37.81212180360231,144.97970323398684,Sculpture,Artistic Pursuits
Victoria Market Reserve,-37.809326424568866,144.95805722764143,Sculpture,Crafts and Hobbies
Victoria Market Reserve,-37.809326424568866,144.95805722764143,Sculpture,Artistic Pursuits
Enterprize Park,-37.82024605773942,144.96066253110223,Sculpture,Crafts and Hobbies
Enterprize Park,-37.82024605773942,144.96066253110223,Sculpture,Artistic Pursuits
Flagstaff Gardens,-37.81031620582498,144.9549375102993,Horology,Crafts and Hobbies
Flagstaff Gardens,-37.81031620582498,144.9549375102993,Horology,Mindfulness and Relaxation
Exhibition Building & Melbourne Museum,-37.80474430914415,144.97245207113764,Sculpture,Crafts and Hobbies
Exhibition Building & Melbourne Museum,-37.80474430914415,144.97245207113764,Sculpture,Artistic Pursuits
City Square,-37.815522370963386,144.96699434684948,Sculpture,Crafts and Hobbies
City Square,-37.815522370963386,144.96699434684948,Sculpture,Artistic Pursuits
Shrine of Remembrance Reserve,-37.8323774586129,144.9729342609244,Memorials,Crafts and Hobbies
Shrine of Remembrance Reserve,-37.8323774586129,144.9729342609244,Memorials,Artistic Pursuits
Kings Domain South,-37.82975546446717,144.97441978122478,Sculpture,Crafts and Hobbies
Kings Domain South,-37.82975546446717,144.97441978122478,Sculpture,Artistic Pursuits
150 Collins Street,-37.814805087629836,144.96838103517445,Sculpture,Crafts and Hobbies
150 Collins Street,-37.814805087629836,144.96838103517445,Sculpture,Artistic Pursuits
Fitzroy Gardens,-37.81384199949477,144.98275871683995,Sculpture,Crafts and Hobbies
Fitzroy Gardens,-37.81384199949477,144.98275871683995,Sculpture,Artistic Pursuits
City Square,-37.81613995849352,144.9673081996758,Sculpture,Crafts and Hobbies
City Square,-37.81613995849352,144.9673081996758,Sculpture,Artistic Pursuits
Carlton Gardens South,-37.80545677024263,144.97136832705928,Sculpture,Crafts and Hobbies
Carlton Gardens South,-37.80545677024263,144.97136832705928,Sculpture,Artistic Pursuits
Docklands Park,-37.82023232968245,144.94632509501722,Sculpture,Crafts and Hobbies
Docklands Park,-37.82023232968245,144.94632509501722,Sculpture,Artistic Pursuits
Exhibition Building & Melbourne Museum,-37.80509129697919,144.97341733159385,Memorials,Crafts and Hobbies
Exhibition Building & Melbourne Museum,-37.80509129697919,144.97341733159385,Memorials,Artistic Pursuits
Lincoln Square,-37.802484110270704,144.9632428416034,Sculpture,Crafts and Hobbies
Lincoln Square,-37.802484110270704,144.9632428416034,Sculpture,Artistic Pursuits
Life Lab,-37.81430288960753,144.94495681027365,Sculpture,Crafts and Hobbies
Life Lab,-37.81430288960753,144.94495681027365,Sculpture,Artistic Pursuits
Chinatown Plaza,-37.81114211029683,144.96928691505966,Sculpture,Crafts and Hobbies
Chinatown Plaza,-37.81114211029683,144.96928691505966,Sculpture,Artistic Pursuits
Council House,-37.81405489268127,144.96733869785558,Sculpture,Crafts and Hobbies
Council House,-37.81405489268127,144.96733869785558,Sculpture,Artistic Pursuits
Birrarung Marr,-37.81891097559535,144.97302122652613,Memorials,Crafts and Hobbies
Birrarung Marr,-37.81891097559535,144.97302122652613,Memorials,Artistic Pursuits
